avatarThumbnail,cid,createTime,createTimeISO,diggCount,repliesToId,replyCommentTotal,submittedVideoUrl,text,uid,uniqueId,videoWebUrl
https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=56463&refresh_token=1a83dae0689552b9216e26e6dea9264d&x-expires=1740495600&x-signature=tRvneJrIEY3O7%2BG86dpM24J0Q2I%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7459135466170188576,1736715333,2025-01-12T20:55:33.000Z,0,,0,https://www.tiktok.com/@marcc_16/video/7435002874784140590,,7209964474408305670,user4125175532039,https://www.tiktok.com/@marcc_16/video/7435002874784140590
https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1c82364721ee0fdd0edc62a730ab29be~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=17051&refresh_token=bf74fe78e745cc8da9e43da19b1d4c42&x-expires=1740495600&x-signature=kQyXRJGOv3EZGS6hCrFGDpXfqAw%3D&idc=useast5&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7449582484504232735,1734491100,2024-12-18T03:05:00.000Z,0,,1,https://www.tiktok.com/@marcc_16/video/7435002874784140590,Get $200 off now and receive your order before Christmas!  Don't miss out on TikTok Shop  ️,6893810131097404417,eufyhome,https://www.tiktok.com/@marcc_16/video/7435002874784140590
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7349611643993030698~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=31368&refresh_token=aaef41f6914c12e12db09c385284a06f&x-expires=1740495600&x-signature=ykrD8ZyhCxk13uLdgEwqeIjGVdU%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443056995916448543,1732971790,2024-11-30T13:03:10.000Z,11,,10,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,and where's the part he comes back on the phone line,6805683128989828102,jasonspencer36,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9289203c92f4c2d70aa28ccde3e7aff5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=54455&refresh_token=3d200ec5ac7bc96a32c39750d2a5324b&x-expires=1740495600&x-signature=XsZoilWsu3%2FQUR0fBpBcc%2FhPvDQ%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7442940619792810794,1732944681,2024-11-30T05:31:21.000Z,28,,1,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,"I introduced my future wife to my mother on our second date . she said ""really "" I said yeah girl you ain't going nowhere without me and 40 years later she still not going anywhere without me",6796164503551738885,bigtuck205,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7354767861836955694~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=86303&refresh_token=28ab2c16c2ed70c6f94fe6da62017a74&x-expires=1740495600&x-signature=4EhPOSFztEgKbmxlMEyDzX8Kk9c%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7442904220713698094,1732936207,2024-11-30T03:10:07.000Z,14,,1,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,wowthat was crazy,7066567921292739631,ericaisales,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d69ab6e4c3d48d8dad8344343bcd2b50~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=21337&refresh_token=6919ad0a90f0b95432455d60abfa81bd&x-expires=1740495600&x-signature=5C5mQAeVnb0ooEPwXmN59V1NndI%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443074985001239338,1732975990,2024-11-30T14:13:10.000Z,21,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,can we get Chris's reaction??,6871631722615538693,deezdayz123,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/734389c006e2b3f9193f5d09c5296287~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=52881&refresh_token=9043356ee2e4d92cb0390cf1493c1248&x-expires=1740495600&x-signature=X1kfrXFop5TA0v55mRS8VHJnysA%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443268032426296094,1733020896,2024-12-01T02:41:36.000Z,2,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,part 2 please,6696647197436625925,stormiey_eyes85,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7350877341947527211~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=24994&refresh_token=b562fbafa82e54d26e7a8e0b3eb3b030&x-expires=1740495600&x-signature=PhM%2BydexqezUUqnnr2mqtsB%2BeuQ%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443167451410826014,1732997484,2024-11-30T20:11:24.000Z,2,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,met my ex's aunt and uncle the same way.,6967695009877410821,lbaetsle,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/30134b78776f69a5d1ac632522c3eb2f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=23164&refresh_token=70658dfff2ff3b0a69eeb9fd8d4873a3&x-expires=1740495600&x-signature=M2%2FGCaBiFM9z0clkF2UyvesdKlU%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443125885677716254,1732987805,2024-11-30T17:30:05.000Z,2,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,wow my now husband went to my brother's bday dinner on our SECOND date...,6844231861968946181,stlgirlinkc,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3c708108b0929cbeb15ba3bed89fb170~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=14880&refresh_token=4a3b3f29cef758f498744d8e582811a1&x-expires=1740495600&x-signature=3UaiEBVTHc%2FacZoXBTEw84kgSrM%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443111073501594399,1732984368,2024-11-30T16:32:48.000Z,0,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,so wrong,6794969551554970629,javiermedina236,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7326481276674768902~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=23165&refresh_token=82256f792cd3386961588aa69f899e23&x-expires=1740495600&x-signature=GPc7Y%2F2nilJP0sIhLv2GxatS%2Fss%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443306587498185518,1733029894,2024-12-01T05:11:34.000Z,1,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,,6758974932237173766,quangluong868,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7334024132545216517~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=27373&refresh_token=1c48d38728f9ce68c64779847ebc454a&x-expires=1740495600&x-signature=3n21t99H9FEYnKeuAt7Gjc4mJNI%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443298412795609902,1733027990,2024-12-01T04:39:50.000Z,1,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,,6655559016842985478,tele_tony,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=22779&refresh_token=d5e5e48b86594e1e24967e801e3a0f81&x-expires=1740495600&x-signature=w4%2B31RZ0ehf%2FY6wn%2FneLdVcAU4E%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7452268187691074350,1735116430,2024-12-25T08:47:10.000Z,0,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,,7388570476702155818,sacredbumi,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7322250896847765509~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=9466&refresh_token=7e7ea5aa1cde30aca1fdb3bb70a47f36&x-expires=1740495600&x-signature=rQjYXmNptiYtS9QgydqFJFWD26g%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7451605025376486150,1734962019,2024-12-23T13:53:39.000Z,0,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,,6821896240050635781,shannonfralick,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7315115274036838443~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=20072&refresh_token=8ba5fbc4d81434145c90ce2756a9883c&x-expires=1740495600&x-signature=%2FME89MKN2tkEZnKEx6%2B1xU2iLO4%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7450908681115550495,1734799874,2024-12-21T16:51:14.000Z,0,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,,7315114696977302570,garycalderon18,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=41936&refresh_token=350e4f5a172bfe64cede333911ef6f5e&x-expires=1740495600&x-signature=w4%2B31RZ0ehf%2FY6wn%2FneLdVcAU4E%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7447661138999034666,1734043765,2024-12-12T22:49:25.000Z,0,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,,6853969056719700997,noahwilliams257,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=78639&refresh_token=1255b81781c4c18b69e73928ad45ad0b&x-expires=1740495600&x-signature=w4%2B31RZ0ehf%2FY6wn%2FneLdVcAU4E%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443598658902278958,1733097898,2024-12-02T00:04:58.000Z,0,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,,7019873935047771142,jesse_and_hellions,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e87c428f4832ea1d6963ac9265bbe2ae~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=12281&refresh_token=bc6dcabd3af2d574aba6436b24b9f916&x-expires=1740495600&x-signature=HEgV%2BPOTumFBpjMcn62DeLzcp9Y%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443443604675117867,1733061808,2024-12-01T14:03:28.000Z,0,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,,6896340934134809606,amrcnwoman,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=12925&refresh_token=396795da3674a214579729d135dbb5f0&x-expires=1740495600&x-signature=w4%2B31RZ0ehf%2FY6wn%2FneLdVcAU4E%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443075996516205355,1732976213,2024-11-30T14:16:53.000Z,6,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,"When my girlfriend did this to me, I got even with her. I married her.",7000338596041475078,maverick01100,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2418d642a60fc7c11ea52bc57b17ebc0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=96599&refresh_token=295bf178f2b932f0b6d75e09efafe555&x-expires=1740495600&x-signature=d4bEI3CtvRxPr331%2Bc3Hb82lGrA%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7445785857464025886,1733607121,2024-12-07T21:32:01.000Z,0,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,I'd been down with it,6984983985870373894,wiccanborn,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7352971699261800491~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=60808&refresh_token=47e3cdd5a9f5ffebe0e1b6b6fbdf4a92&x-expires=1740495600&x-signature=8GqjUA3xLp9aiuOSrc1hDAp9Mnk%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7442911989005435694,1732938007,2024-11-30T03:40:07.000Z,32,,3,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,He left her for 30 minutes with people she doesn’t know,7119121494555165739,msdelisa1,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/60165b0f77467bc0db8189a00d4589b6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=79062&refresh_token=16f59c5761ec43cfdff47a913f3f12aa&x-expires=1740495600&x-signature=tgISlO4VEjieSsFU1%2B%2BESWjlpoA%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7442929706439590698,1732942139,2024-11-30T04:48:59.000Z,11,,2,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,i think she had already slept with one of his family members,6994840455498892293,danieldillow480,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=95088&refresh_token=9a378025832b91a52dad0d4da6d14bb8&x-expires=1740495600&x-signature=w4%2B31RZ0ehf%2FY6wn%2FneLdVcAU4E%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7442991533100385070,1732956596,2024-11-30T08:49:56.000Z,6,,1,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,Ugh! That’s super creepy. People that are into that lifestyle are sketch.,7227844965555930154,user499333835218,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/15cb275dd292e9c9416a1ca36e4d264d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=64195&refresh_token=9970df24651482f345e79293ea232ebf&x-expires=1740495600&x-signature=ujB8vIVuBvlVuvNNHGk4pby%2BKAU%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7442973698174632750,1732952403,2024-11-30T07:40:03.000Z,16,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,He dodged a bullet,6700744205696631813,78_zddy,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=88629&refresh_token=de4fa28dd539d0e0a0ec1a27636fa67c&x-expires=1740495600&x-signature=w4%2B31RZ0ehf%2FY6wn%2FneLdVcAU4E%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7442965893548851999,1732950568,2024-11-30T07:09:28.000Z,6,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,I knew it because she slept with family members,6948780656100918277,user9210282766971,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8b92a2a74aa998dd7c5bbeb2e2bbd424~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=46061&refresh_token=dddfd91484beed216ca9d2a4a6bb4814&x-expires=1740495600&x-signature=cDvSccGekZt20W5AZ2CRUvJyz9s%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7442974444975047470,1732952563,2024-11-30T07:42:43.000Z,5,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,you treated her poorly by ignoring her,6940923174662095877,user5463694764797,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7347980007362281518~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=32408&refresh_token=728ba5a384b4b8088d37578360dfd4f7&x-expires=1740495600&x-signature=vF0fkOFwzgYS9GSB%2Fp1XuMU6MLg%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7442975277203997470,1732952743,2024-11-30T07:45:43.000Z,2,,2,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,This shouldn’t have been aired. ☹️,6845807987429590021,catsandbooks7,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7328174968251826182~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=64767&refresh_token=7726b4c4cd52522ee916dd26fe78886f&x-expires=1740495600&x-signature=rv8XSeFXP3TjPTnDrsbdRXIOwis%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443417742227915566,1733055792,2024-12-01T12:23:12.000Z,2,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,One of his relatives said something to her,6532069792994557954,greeneyes865,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7326288483100655621~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=48580&refresh_token=1bc8b33892a17439f446e82ecab00b16&x-expires=1740495600&x-signature=tKEBrojIrmccxJaUQiB7kFZuEUU%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443100890405290783,1732981987,2024-11-30T15:53:07.000Z,2,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,The dude dodged a bullet.,6873898818301019141,mustangtexas,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=93072&refresh_token=a29c0054fa0d1c664d43de947231ce8b&x-expires=1740495600&x-signature=w4%2B31RZ0ehf%2FY6wn%2FneLdVcAU4E%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443096884014744362,1732981062,2024-11-30T15:37:42.000Z,2,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,Your dad is her dad,7291454363704263722,troy83763,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7353584550380830762~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=17399&refresh_token=a21cc6eb0d515d3cafbbf3fc16f09676&x-expires=1740495600&x-signature=%2FCvyT%2F8WxN7ct4eExEhQh8idJME%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7442917563002487594,1732939312,2024-11-30T04:01:52.000Z,2,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,It's her grandma too.,6939337202162418694,caligulamericus,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7378316242517491754~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&nonce=82930&refresh_token=7dd137fc4a31027f91c1c8abde73eab2&x-expires=1740495600&x-signature=tuWJNVB2mscefG4RBRqF6YGnjiQ%3D&idc=maliva&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443300251452310318,1733028410,2024-12-01T04:46:50.000Z,1,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,I wouldn’t want to date a swinger either if I were him. She’s probably had more riders than Amtrak. Your and and uncle can give him position tips and how she likes it. No way.,7308604585719219242,truthbomb65,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/28ef58fc5f485b56d90f14dee43ce9c7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=13968&refresh_token=36ae1551a9aad9b853a0c8323984080f&x-expires=1740495600&x-signature=aLtp8ynlMhYs7MgobZXQ8FUxsOE%3D&idc=useast8&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443084361926886190,1732978150,2024-11-30T14:49:10.000Z,3,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,I knew it!!!,6822771662217053189,mikelovesashleigh,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/89c696cc82827917c4396d0d05c73cee~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=86976&refresh_token=a8ecebb854e5754c1eaa656285cce5fa&x-expires=1740495600&x-signature=Irw5Xf16w%2Bhh3z2MRXDksOuEXLo%3D&idc=useast8&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7442992907504796447,1732956877,2024-11-30T08:54:37.000Z,2,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,,6933781397199717382,user2086130579226,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/0f58f4eaeda42a4f2b5e14163fa69cc3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=42092&refresh_token=e5ef82cc2aeb5e55856e62577a395b8c&x-expires=1740495600&x-signature=CibseoaTKPlnuCE75YopvDwPDFM%3D&idc=useast8&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7442952157114221358,1732947366,2024-11-30T06:16:06.000Z,1,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,❤️❤️❤️,7027655723745281030,kelley__kellz,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7326545128724791302~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=85910&refresh_token=271942df1285cc1a6fb4215c81e3e676&x-expires=1740495600&x-signature=uH5MO90BLJFnAaHM1vsccb0%2FPdQ%3D&idc=useast8&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7442957436600697646,1732948614,2024-11-30T06:36:54.000Z,7,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,"She realized how much she was cared for. She left because she was messing around on the side, and she felt guilty. She did him a favor.",6879486740161397766,user3606843964385,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/456665f192f52ae11996deb8154bfefb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&nonce=39843&refresh_token=cec9f991945dcafc7a98b9724aa80a1b&x-expires=1740495600&x-signature=TDyGuKvLfgkHoZBzzIb69C0xnrc%3D&idc=useast8&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7442937663740166958,1732943986,2024-11-30T05:19:46.000Z,4,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,I don’t think you should’ve posted this one,6914341715890013189,hescoming77,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d49384248615bbdca43cd2e5143d41eb~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=91928&refresh_token=f5b9b8d1df62288b1927ca08894dee4c&x-expires=1740495600&x-signature=H1aR0lkxq86J%2BhLalGPq8Ll4lwA%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443154119680607006,1732994376,2024-11-30T19:19:36.000Z,0,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,1st rule of F club,6817846905834587142,jackleftown,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/464e81f9dc81a04e3326327c07201925~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=92405&refresh_token=1285c34a073c6fee9782486a33dd6c61&x-expires=1740495600&x-signature=VdJSRj%2Ffd5fE4xkH%2BQ3m7lKoYf4%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443202474892149550,1733005630,2024-11-30T22:27:10.000Z,1,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,You left her alone with people she doesn’t know and got scared ? Maybe,7393112100707091499,user0181059212,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8346e9a7a0f0c2800ff31ebbe342be7f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=86476&refresh_token=90fffada6058fdce4c49ea300ba48f0b&x-expires=1740495600&x-signature=N4SqmwnTfeUBxUu2dnIA5TJHQ8M%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443052279586849582,1732970712,2024-11-30T12:45:12.000Z,1,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,Some ppl dig acting like they agree with you. Like im glad we got a president or for Christians. While they hate,6897013067561944070,stahlyjames,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e3ed5c59a25a1fb36726e865699ce1b0~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=55019&refresh_token=56756280259c76a5db0b0be525efc258&x-expires=1740495600&x-signature=igHtKwhTlHxkw7c9tOnL%2BTurW%2BY%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7443018123869291310,1732962762,2024-11-30T10:32:42.000Z,1,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,,6997385683187106822,chriswoodard611,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e3e5baf63bb12d6a056f79c075c7dacd~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&nonce=50413&refresh_token=4c77630d0d548dc5bfa3675a0f11a124&x-expires=1740495600&x-signature=BcfJx9Bl6BFin6VgkdCmJkMD1hE%3D&idc=no1a&ps=13740610&shcp=ff37627b&shp=30310797&t=4d5b0474,7442951608336810783,1732947237,2024-11-30T06:13:57.000Z,1,,0,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622,,7318903244578538539,joe.solis75,https://www.tiktok.com/@prankstarvibes/video/7442878275497528622
